
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-03-11 20:11:38 /api/online-users .................................................................... ~ 0.14ms
  2026-03-11 20:12:08 /api/online-users .................................................................. ~ 505.74ms
  2026-03-11 20:12:39 /api/online-users .................................................................. ~ 506.18ms
  2026-03-11 20:13:10 /api/online-users .................................................................. ~ 503.60ms
  2026-03-11 20:13:40 /api/online-users .................................................................. ~ 506.02ms
  2026-03-11 20:14:11 /api/online-users .................................................................. ~ 504.74ms
  2026-03-11 20:14:42 /api/online-users .................................................................. ~ 515.12ms
  2026-03-11 20:15:12 /api/online-users .................................................................. ~ 501.20ms
  2026-03-11 20:15:43 /api/online-users .................................................................. ~ 508.73ms
  2026-03-11 20:16:13 /api/online-users .................................................................. ~ 504.25ms
  2026-03-11 20:16:44 /api/online-users .................................................................. ~ 506.50ms
  2026-03-11 20:17:15 /api/online-users .................................................................... ~ 0.16ms
  2026-03-11 20:17:45 /api/online-users .................................................................. ~ 502.22ms
  2026-03-11 20:18:16 /api/online-users .................................................................. ~ 507.74ms
  2026-03-11 20:18:47 /api/online-users .................................................................. ~ 500.93ms
